Webpage URL,question,answer
https://www.conestogac.on.ca/admissions/paying-your-fees/payments-invoicing,Tuition fee payment default,"If the student fails to comply with their tuition fee due date, Conestoga has the right to apply late fees, deny release of academic information (transcript), place the student on a financial hold, refuse future and or deny program/course registration, and/or forward the outstanding fee information to a collection agency. A student will be considered in default and not in good financial standing when the payment due date is not adhered to.                                                                                                                                             Fees clerk/officer will apply a late fee to all outstanding accounts/payments received after the due date.                                                                                                                                             Fees clerk/officer will notify students regarding outstanding fees.                                                                                                                                             If account continues to remain unsettled, the account information will be forwarded to the Finance Office for further action.                                                                                                                                     A financial hold is placed on student's record which will not allow registration and/or achievement information to be released.                                                                                                                                             Enrolment in future terms will be removed. Please note: each transaction charged back by the payer and/or financial institution will incur a $35.00 NSF - Returned Payment Charge."
https://www.conestogac.on.ca/admissions/paying-your-fees/payments-invoicing,Reduced tuition for students with permanent disabilities,"Students with a permanent, persistent or prolonged, documented disability who require a reduced course load as a learning accommodation may be eligible to pay a reduced tuition fee to complete their program. Students are required to identify themselves with Accessible Learning and present documentation confirming the disability and the need for a reduced course load as an accommodation. Applications are completed with your Accessibility Advisor. Details related to eligibility are set out in the Tuition and Ancillary Fees Reporting Operating Procedure. Eligibility criteria Eligibility for reduced tuition rates will commence once the student has paid full tuition fees for the entire program. If you are on a reduced course load as an accommodation and have paid the equivalent of full tuition for the program, your course fees will be adjusted to $20 per course (plus college ancillary, course materials, and online learning fees), until you complete your program.                                                                                                                                             Payment of course fees at the regular rate are required at the time of registration. Adjustments and reimbursement (if applicable) are completed within 4-6 weeks after the refund deadline each term.                                                                                                                                             Only the fees paid towards successfully completed courses will be included in this calculation. This policy does not cover courses that you need to take again due to late withdrawal or unsuccessful completion.                                                                                                                                             This policy only covers one program even though you may have changed programs over the time you were registered. If you register in a different program, a new application must be submitted.                                                                                                                                             Students are required to pay all required ancillary fees for each term they are enrolled at the college. Full rules for eligibility The total tuition fees to be paid before a student is eligible to pay the reduced fee must equal the tuition fees a student completing the same program in the approved duration would pay if taking the program in the same academic years and terms, as well as delivery format (i.e. compressed). This includes any applicable annual tuition fee increases.                                                                                                                                     A Student is required to pay all applicable ancillary fees for each term in which they are enrolled at the college. Only the fees paid towards successfully completed courses will be included in this calculation.                                                                                                                                     If the student paid the part-time fees for the term in which a failure occurred, the amount of fees paid towards the course is equivalent to what the student paid. This amount should be deducted from the cumulative total of fees paid.                                                                                                                                             If the student paid full-time fees for the term in which a failure occurred, the value of the failed course should be calculated by pro-rating the full-time fees based on student contact hours per course taken in that term. This amount should be deducted from the cumulative total of fees paid.                                                                                                                                             The fees paid towards any courses/terms from which a student withdraws are not included in the cumulative total of fees paid. Students transferring with advanced standing between post-secondary institutions and/or programs must have paid the equivalent in fees as a student undertaking the same program of study in the approved program duration with the same advanced standing before being eligible for the reduced fee.                                                                                                                                     The calculation of fees to be paid in order to be eligible for the reduced fee is not calculated in relation to fees already paid. Calculating fees to be paid is to be based on the amount of fees to be paid to complete the program in the Ministry-approved duration. Students returning to a program after a period of interruption must have their standing first evaluated according to the academic policies of the college to determine their program level. Once this has been determined, they will pay the equivalent in fees as a student undertaking the program of study in the approved program duration entering at the same program level and academic term before being eligible for the reduced fee. This is the same approach to calculating eligibility as for students transferring with advanced standing.                                                                                                                                     As noted above, the calculation of fees to be paid in order to be eligible for the reduced fee is not calculated in relation to fees already paid. Calculating fees to be paid is to be based on the amount of fees to be paid to complete the program in Ministry-approved duration."
https://www.conestogac.on.ca/admissions/paying-your-fees/payments-invoicing,Payment schedule information,"The Payment Schedule becomes available one month before the payment due date for each term. For specific dates, please see the payment due dates section above. Eligibility All students with a Canadian address on file in the Student Portal are eligible. Requirements To opt in, at least 50% of the term's total invoice must be paid and posted to the Student Portal. Payment schedule overview Availability: Opens: One month before the scheduled payment due date (as listed on the Conestoga College website).                                                                                                                                             Closes: Four days after the first day of the term. Payment: Pay 50% of the total invoice before opting in.                                                                                                                                             The remaining 50% is due 30 days after the first day of the term. How to opt-in: Log in to the Student Portal and navigate to the ""Financial"" tab.                                                                                                                                             Select ""My Invoice"" → ""View Payment Schedule.""                                                                                                                                             Review and choose ""Request Extension."" Fees: A $150 administration fee is charged upon opting in. Note: Please allow up to 24 hours for the changes to be reflected in the Student Portal and for your course registration. For more information, please contact Student Fees via the Registrar's Office Contact Form or visit the Student Portal."
https://www.conestogac.on.ca/admissions/paying-your-fees/payments-invoicing,Better Jobs Ontario information,"Please note that any optional fees that are accepted on your invoice, it will be the responsibility of the student to pay. If you have a Ministry of Colleges and Universities (MCU) Application for Financial Assistance in process at MCU you must: Upon receipt of invoice and prior to the deposit due date the student must: a. Present MCU Application for Financial Assistance to fees staff in the Registrar's Office who will arrange a temporary MCU Payment Agreement. i. Deposit fee due date will be extended to the OSAP deadline. 1. Students who withdraw after the deposit due date will be assessed the withdrawal fee of $500. 2. Students who fail to adhere to the MCU Payment Agreement will be assessed the withdrawal and late fee. If you have received funding approval (a signed MCU contract) you must: 1. Upon receipt of invoice and prior to the deposit due date a. Present MCU contract agreement to the fees staff in the Registrar's Office who will complete an MCU Payment Agreement with you. i. Deposit fee due date will be extended to the OSAP deadline. ii. Students who withdraw after the deposit due date will be assessed the withdrawal fee. iii. Students who fail to adhere to the MCU Payment Agreement will be assessed the withdrawal and late fee."
https://www.conestogac.on.ca/admissions/paying-your-fees/payments-invoicing,Sponsoring agency information,"If you are being sponsored by an agency such as Workplace Safety and Insurance Board (WSIB), community and social services or a Native Council (OSAP is not a sponsoring agency), you must save and confirm your Student Fees Invoice and present the invoice to your agency. Sponsoring agencies are not required to pay the deposit by the due date, but the sponsorship letter must be submitted by the deposit due date or the student will be required to pay the deposit in order to secure their place in the program. Please note that the deposit amount is non-refundable should the student withdraw after the deposit due date. The sponsoring agency must fax, mail or drop off a letter authorizing the costs that the agency will cover by the deposit due date as noted on the Student Fees Invoice(s) to the attention of V. Kovacevic by fax 519-895-1097, or by email Vkovacevic@conestogac.on.ca."
https://www.conestogac.on.ca/admissions/paying-your-fees/payments-invoicing,Deposit fee questions,"When is the tuition deposit due? For a list of deposit due dates, refer to Student fee invoices and payment. When are student invoices posted? Invoices are posted on the Student Portal 4-6 weeks before the deposit due date. Does the initial deposit count towards tuition fees or is it in addition to my total fees? The $500 mandatory tuition fee deposit (for domestic students) is part of your tuition fees and reduces the amount you owe. How does the deposit work? Does it have to be paid each term? The Ministry of Colleges and Universities policy states that a deposit is assessed on a per program/per academic year basis. Therefore, in a normal situation (no program change) the student pays it once per year. Can I pay my deposit now? The billing of fees will take place in early June at which time fees may be paid. If I am an OSAP recipient do I have to pay the deposit? Yes, if you are receiving OSAP funding you must pay the tuition deposit by the deposit deadline. What if I am an OSAP recipient and do not have enough money for the deposit? As in the past, there will be a process for students who qualify to request an exception to the deposit amount. Additional information will be available through the Financial Services Office. I am waiting for my RESP; do I have to pay the deposit? Yes, the tuition deposit is due by the due date unless the student qualifies for special consideration under the OSAP process. If I have a co-op level for the first level of the academic year (i.e. fall) am I expected to pay a deposit? Students who have a co-op level as the first level of their program for the academic year (i.e. in the fall) will be billed for the CSI Health plan with a due date of August 2 and payment by this date is expected. The deposit due date will be in October as the first academic level is during the winter term."
https://www.conestogac.on.ca/admissions/paying-your-fees/payments-invoicing,Fees and payments,"Can I still pay the full-year tuition fees? Yes, a student may still pay the full fees as per the Student Fee Invoice but a student does not have to pay prior to the fees due date stated on the invoice(s). Do I have to pay deferral fees? No. The ministry no longer allows colleges to charge a deferral fee and as such, have required colleges to bill by term and permit payment by term. Therefore, students no longer need to request to defer to a later date as the timeframe has been established by the ministry. Can I pay my tuition and deposit in person? No, all in-person payments for program tuition and course registration will no longer be accepted. All deposit, tuition and course fee payments must be made through the Student Portal using online/web banking. Will I be able to pay my $500 deposit through the Student Portal? If so, will I be able to pay the remainder of my fees through the portal as well? Yes, fees may be paid through the Student Portal. How can I confirm that the college has received my payment? To confirm your payment has been received, log in to the Student Portal. Select the 'Financial' tab, then select 'My Fees'. Note: Payments made through the Student Portal or online banking can take three to five business days to process. Students should ensure payments are received by the due date. What happens if I don’t make a payment by the deadline? Accounts which reflect a tuition fee payment made after the due date will be assessed the late fee. A late penalty fee will not be assessed on the deposit. Tuition deposit: Returning students who do not pay the tuition deposit by the deadline will not be able to register for classes and/or view their timetable.                                                                                                                                             New students who do not pay the tuition deposit by the deadline may lose their seat in their program and/or not be able to register for classes and/or see their timetable. Subsequent tuition fees: Returning students who do not pay tuition by the deadline may be removed from their program and/or will not be able to register for classes and/or view their timetable. Late fees will be applied to accounts where fee payments were made after the due date.                                                                                                                                             New students who do not pay tuition by the deadline may lose their seat in their program and/or not be able to register for classes and/or see their timetable."
https://www.conestogac.on.ca/admissions/paying-your-fees/payments-invoicing,Admissions and fee deposit,"What happens if I receive a conditional offer and am not able to meet my conditions for admission? Do I lose my deposit? Applicants who fail to meet their condition of admission and notify the college prior to the program withdrawal date will have any/all fees that have been paid returned to them. What happens if I am accepted to a program and pay the deposit but am then called off the waitlist for another program here at Conestoga? The ministry policy allows the deposit to be held, however we will permit the student to move the deposit monies to the new program offering."
https://www.conestogac.on.ca/admissions/paying-your-fees/payments-invoicing,International student questions,"Do international students have to pay a tuition deposit? Yes. Tuition deposit: Returning international students who do not pay the tuition deposit by the deadline will not be able to register for classes and/or view their timetable.                                                                                                                                             New international students who do not pay the tuition deposit by the deadline may lose their seat in their program and/or not be able to register for classes and/or see their timetable. Are the subsequent fee due dates the same for international students? Yes, the subsequent fee due dates are the same for all students (international and domestic) unless the domestic student is approved through OSAP. Subsequent tuition fees: Returning international students who do not pay the tuition by the deadline may be removed from their program and/or will not be able to register for classes and/or view their timetable. Late fees will be applied to accounts where fee payments were made after the due date.                                                                                                                                             New international students who do not pay the tuition by the deadline may lose their seat in their program and/or not be able to register for classes and/or see their timetable Will international students be assessed late fees? Yes, late fee payment penalties will be applied in the same manner as domestic students. Is the deposit the same and mandatory for international students? International students are expected to pay a mandatory non-refundable deposit of $2,500. The mandatory non-refundable tuition deposit is required for all new and returning students. Students who withdraw after the start of the term will be assessed a $2,500 withholding fee. Do international students who are sponsored have to pay the mandatory non-refundable deposit fee? We do not require sponsoring agencies to pay the deposit by the deposit due date, but we are requesting that the sponsorship letter be provided to the college by the deposit due date or prior to the first day of classes for Saudi Arabian students. If a sponsorship letter cannot be provided, please have the student contact the college prior to the deposit due date. In some instances, the student may be required to pay the deposit to secure his/her place in the program. Please send all sponsorship letters to internationaladmissions@conestogac.on.ca (for new students) or Vesna Kovacevic vkovacevic@conestogac.on.ca (for returning students) prior to the deposit due date for new and returning students. For international students who will be on a co-op term for September, what will they be expected to pay and when? Students who have a co-op level for the first term of the academic year (i.e. fall) will be invoiced for the CSI Health Plan Fee with a due date of August 2 and a deposit due date in October as their first academic term begins in January."
https://www.conestogac.on.ca/admissions/paying-your-fees/payments-invoicing,Sponsor and Second Career questions,"Are sponsored students required to pay the deposit fee? We do not require sponsoring agencies to pay the deposit by the deposit due date but we require a sponsorship letter by the deposit due date or the student will have to pay the deposit to secure their place in the program. If I have received funding approval (a signed MCU contract) what must I do? Upon receipt of invoice, and prior to the deposit due date, the student must: a. Present an MCU contract agreement to the fees staff in the Registrar’s Office who will complete an MCU Payment Agreement with you. i. Deposit fee due date will be extended to the OSAP deadline ii. Students who withdraw after the deposit due date will be assessed the $500 withdrawal fee. iii. Students who fail to adhere to the MCU Payment Agreement will be assessed the withdrawal fee and late fee. If I have an MCU Application for Financial Assistance in process at MCU, what must I do? Upon receipt of invoice, and prior to the deposit due date, the student must: a. Present an MCU Application for Financial Assistance to fees staff in the Registrar’s Office who will arrange a temporary MCU Payment Agreement. i. Deposit fee due date will be extended to the OSAP deadline. ii. Students who withdraw after the deposit due date will be assessed the $500 withdrawal fee. iii. Students who fail to adhere to the MCU Payment Agreement will be assessed the withdrawal fee and late fee."
https://www.conestogac.on.ca/admissions/paying-your-fees/payments-invoicing,Opting out of optional fees,"Student fees are a combination of tuition, ancillary fees, program-specific fees and optional fees. Students can opt out of optional fees before the college's refund deadline each term. After the refund deadline, optional fees will remain on the student's invoice. Before opting out, students are encouraged to review all fees closely to make an informed decision about their choices because once an invoice is confirmed, selections are final. To opt out Log in to the Student Portal using your Conestoga email address and default password. For further instructions, refer to Your student Condor ID and password.                                                                                                                                             Select 'Financial tab'.                                                                                                                                             Select ‘My Invoice’ and click on the ‘View Invoice’ for the appropriate term.                                                                                                                                             To view and/or print your invoice(s) select the 'Invoice' button at the end of the line that contains the program and term(s) you wish to view.                                                                                                                                             Accept or decline fees for optional services.                                                                                                                                             Complete the transaction by clicking ‘Save and Confirm’ or ‘Cancel and Return’ to start over. Once you save your information, changes cannot be made.                                                                                                                                     You must click 'Save and Confirm', otherwise the invoice amounts will not be updated. Please allow up to 24 hours for processing. To view your invoice and make a payment Go to the ‘My Fees’ tab to view your invoice.                                                                                                                                             In-person payments for program tuition fees and course registration are not accepted.                                                                                                                                             Payments can be made using the following methods:                                                                                                                                     Student Portal: Payments can be made on the Student Portal directly. This is found under the Financial tab, Program Fees Payment.                                                                                                                                             Web banking: Students can pay their fees using online or web banking. Use your seven-digit Conestoga student number as the account/reference number.                                                                                                                                             International Payments All payments are posted on the Student Portal under the ""Financial"" tab. Please allow 24-48 hours for processing."
https://www.conestogac.on.ca/admissions/paying-your-fees/payments-invoicing,Student invoice and fee information,"Students can access their invoices through the Student Portal under the ""Financial"" tab once they are posted in the spring. Invoices will not be mailed. Invoices outline all tuition including compulsory and optional fees. It is the student's responsibility to review and confirm their invoice, and to pay the fees outlined on their invoice by the stated due date. If payments are received late, a late fee will be assessed, and the student's place in a given program will not be guaranteed. Changes to payment due dates are not considered unless financial assistance is guaranteed through an Ontario or federal government plan. A student is considered fully registered when: the mandatory deposit and tuition fees have been paid by the designed due date shown above, or the college has received authorization from an agency paying fees on the student's behalf (i.e. WSIB),                                                                                                                                             a ONE Card photo has been uploaded and approved, and                                                                                                                                              additionally for international students, proof of approval to study has been uploaded to the International Portal."
https://www.conestogac.on.ca/admissions/paying-your-fees/tuition-fees,Compulsory ancillary fees for full-time programs,"Administration Fee This fee funds items such as: Student Accident Insurance Plan (providing coverage 24 hours per day, seven days per week within Canada, if the student is enrolled at Conestoga), locker usage. Graduation/Alumni Services Fee This fee contributes to the cost of the documents, invitations, use of gowns and liripipes, other Convocation expenses, and the Alumni Association. ISR (International Student Recovery) This is a fee applied to all international students enrolled in a credential program at an Ontario college or university, as per the Ministry of Colleges and Universities' funding structure. ONE Card Fee This fee is assessed with issuing the student ID card (ONE Card). Student Services Fee This fee contributes to the provision of essential academic, career, and wellness services and supports for students. This includes: access to health professionals for medical services and mental health care.                                                                                                                                             a range of career-related services including career counselling, job fairs, job placement services and programs to support career and employment readiness.                                                                                                                                             tutoring, writing and math supports, study and learning skills services, as well as a range of workshops and programming to improve academic success. Technology Enhancement Fee This fee includes up-to-date computer equipment, software and services to provide students with enhanced academic support. CSI Advocacy Fee The CSI Advocacy Fee funds the necessary tools and resources required to encourage and allow students to be engaged in the advocacy process within the college and all levels of government to improve the student experience. The tools and resources include, but are not limited to, membership in advocacy organizations, communication and campaign resources, and tools for collecting membership feedback. CSI Association Fee The CSI Association Fee provides access to all student support services, student programming, and leadership and skill development opportunities that your official student association provides. CSI is a student-owned and student-lead organization that represents and supports all Conestoga students at all campuses. For more information regarding support services, programming and development opportunities available, visit www.conestogastudents.com. CSI Extended Health & Dental Plan Fee The CSI Extended Health & Dental Plan Fee provides all students with insurance for medical services including: prescription medication, health practitioners, vision care, and dental care. This fee also provides students with access to virtual healthcare through Dialogue and travel coverage and insurance. For more information, visit Health & Dental. CSI College International Health Insurance Plan (CIHIP) Fee This fee provides comprehensive insurance for basic emergency healthcare services while studying in Ontario. The CIHIP provides coverage for: access to health professionals for medical services and mental health care.                                                                                                                                             a range of career-related services including career counselling, job fairs, job placement services and programs to support career and employment readiness.                                                                                                                                             tutoring, writing and math supports, study and learning skills services, as well as a range of workshops and programming to improve academic success. Technology Enhancement Fee This fee includes up-to-date computer equipment, software and services to provide students with enhanced academic support. CSI Advocacy Fee The CSI Advocacy Fee funds the necessary tools and resources required to encourage and allow students to be engaged in the advocacy process within the college and all levels of government to improve the student experience. The tools and resources include, but are not limited to, membership in advocacy organizations, communication and campaign resources, and tools for collecting membership feedback. CSI Association Fee The CSI Association Fee provides access to all student support services, student programming, and leadership and skill development opportunities that your official student association provides. CSI is a student-owned and student-lead organization that represents and supports all Conestoga students at all campuses. For more information regarding support services, programming and development opportunities available, visit www.conestogastudents.com. CSI Extended Health & Dental Plan Fee The CSI Extended Health & Dental Plan Fee provides all students with insurance for medical services including: prescription medication, health practitioners, vision care, and dental care. This fee also provides students with access to virtual healthcare through Dialogue and travel coverage and insurance. For more information, visit Health & Dental. CSI College International Health Insurance Plan (CIHIP) Fee This fee provides comprehensive insurance for basic emergency healthcare services while studying in Ontario. The CIHIP provides coverage for: hospitalization and related services                                                                                                                                             annual medical examination if covered for 6 consecutive months or more                                                                                                                                             ambulance                                                                                                                                             x-rays and lab testing                                                                                                                                             physician services (in hospital, at home, or during medically necessary clinical visits)                                                                                                                                             emergency transportation                                                                                                                                             psychiatric hospitalization                                                                                                                                             psychotherapy                                                                                                                                             maternity, and                                                                                                                                             more. For more information, visit Health & Dental. CSI Legal Care Fee The CSI Legal Care Fee ensures students have the tools and financial means to defend their legal rights, provides access to legal information via a toll-free legal assistance helpline, and covers the costs of further counsel should they qualify for legal representation. Legal representation includes housing rights and tenant disputes, employment rights, and academic rights. This fee covers: legal information and assistance                                                                                                                                             lawyers or bailiff fees                                                                                                                                             legal expenses, such as court fees and attendance, and witness expenses                                                                                                                                             expert fees                                                                                                                                             notary services"
https://www.conestogac.on.ca/admissions/paying-your-fees/tuition-fees,Campus-specific fees,"CSI U-Pass Fee The CSI U-Pass Fee provides students with unlimited trips on the local transit system using your ONE Card, at an affordable price. The U-Pass provides affordable transportation not only to school, but for other trips such as shopping, employment, entertainment, and to connect to out-of-town bus or train stations. Bus Pass (Brantford only) This fee is assessed to all students enrolled in full-time post-secondary and certificate programs at Brantford campus for unlimited travel on Brantford Transit. Capital Development Fee This fee contributes to capital enhancements that improve the student experience. It is approved by a referendum that is administered through a formal agreement with CSI. Recreation/Athletic All full-time, fee-paying students at the Cambridge - Fountain Street, Kitchener - Doon, and Brantford* campuses must pay this fee which assists in offsetting the costs of the intercollegiate and intramural athletic programs, and provides access to the Recreation Centre for the academic year. Students enrolled at the Cambridge - Fountain Street and Kitchener - Doon campuses may access the Doon Recreation Centre. *Students enrolled at the Brantford campus may access the Laurier Brantford YMCA (they do not have access to the Doon Recreation Centre). The Recreation/Athletic fee Brantford students pay is transferred to Laurier to compensate for services offered to Conestoga students. Full-time students at other campuses, who are not required to pay the compulsory athletic fee, may purchase a student membership at a student rate equal to the athletic fee, or buy a day pass."
https://www.conestogac.on.ca/admissions/paying-your-fees/tuition-fees,Program-specific fees,"eText Fee Some programs include eText fees to cover the cost of mandatory resources essential to successfully complete the course or program. eText fees listed on program pages reflect the current academic term prices and are subject to change. Confirmed costs will appear on your registration invoice. For the most up-to-date eText pricing, please refer to your personalized booklist. Program Services Fee (co-op programs) All students in co-op programs, including mandatory, optional and alternative, such as guided career management, pay a non-refundable fee to offset costs involved with the wide variety of services and supports that are provided. The Program Services Fee is billed in equal payments over the number of academic terms in which a student is registered in the program. Students in programs that have both direct entry and optional co-op opportunities will be billed the Program Services Fee.                                                                                                                                             The calculation for the Program Services Fee for students in programs with optional co-op work terms (such as in some degree programs) will use the maximum number of co-op terms required by the program multiplied by the current rate.                                                                                                                                             In the event that a co-op work term is missed and all academic work is completed, the student will not be charged an additional Program Services Fee. Program-specific fees Some programs levy this fee for specific purposes such as special supplies, uniforms, etc. Program-specific fees listed on program pages reflect the current academic term price and are subject to change. Confirmed costs for supply fees will be reflected on your invoice at time of registration. Work-Integrated Learning (WIL) Documentation Fee (confirmed via email) This mandatory fee covers the cost of tracking health-related and other required student documentation prior to student WIL experiences. Depending on your program’s requirements, this may include immunization records, TB testing, police record checks, workplace health & safety course completion, first aid/CPR, respiratory fit testing, consent form completion, etc."
https://www.conestogac.on.ca/admissions/paying-your-fees/tuition-fees,Tuition rate and compulsory ancillary fees for part-time courses,Tuition:                                                                                                                                     Domestic student: $6.24 per course hour ($25 per course is non-refundable)                                                                                                                                             International student: $22.92 per course hour ($25 per course is non-refundable)                                                                                                                                             International student grad certificate: $24.89 per course hour ($25 per course is non-refundable)                                                                                                                                             International student degree/ACR: $25.32 per course hour ($25 per course is non-refundable) Administration Fee: $0.49 per hour to a maximum of $23.52 per course                                                                                                                                             CSI Association Fee: $0.45 per hour to a maximum of $21.60 per course                                                                                                                                             Resource Enhancement Fee: $0.52 per hour to a maximum of $24.96 per course                                                                                                                                             Student Service fee: $0.24 per hour to a maximum of $11.52 per course
https://www.conestogac.on.ca/admissions/paying-your-fees/tuition-fees,Optional fees,"CSI Student Club & Society Fee The CSI Student Club & Society Fee provides access to participate in any of the CSI clubs, councils and societies established on campus. If there aren't any that peak an interest or represent your community, students will receive training, tools and funds to establish and start their own. The fee funds spaces, events and resources to ensure all student-run clubs, councils and societies are supported for success. CSI Student Welcome Kit Fee The CSI Welcome Kit contains everything a new Condor needs to enhance their student experience. Each kit contains multiple CSI and Condor-branded apparel, trending accessories, and may include exclusive offers and discounts. Please note that your Welcome Kit must be picked up in the term of purchase. No refunds will be applied. CSI Student Events Fee The CSI Student Events Fee provides access to intentionally diverse programming and events that promote recreation, provide skill development, and create student connection that fosters a wholesome student experience. Fee-paying members may have access to free or discounted events, early event or ticket access, prizes, giveaways, and other opportunities such as exclusive interactions with talent or vendors. Sustainability Fee This fee assists the college in completing projects that increase our energy efficiency, reduce our carbon footprint, and help to meet our overall sustainability goals."
https://www.conestogac.on.ca/admissions/paying-your-fees/tuition-fees,Fees for services,"Description                                                                                                                                                                 Amount                                                                                                                                                                                                                                                             ​Advanced Standing Application                                                                                                                                                                                     ​$35.00                                                                                                                                                                                                                                       ​Application to graduate/Alumni fee                                                                                                                                                                                     ​$48.00                                                                                                                                                                                                                                       Audit tuition fee                                                                                                                                                                                     $6.24 per course hour                                                                                                                                                                                                                                       Completion of forms/Verification letters fee                                                                                                                                                                                     $23.00 (includes HST)                                                                                                                                                                                                                                       Continuing Education graduation/Alumni Services fee                                                                                                                                                                                     $48.00                                                                                                                                                                                                                                       Duplicate document of recognition (degree, diploma, certificate)                                                                                                                                                                                     $40.00                                                                                                                                                                                                                                       ​Duplicate Statement of Participation/Affirmation                                                                                                                                                                                     ​$25.00                                                                                                                                                                                                                                       ​International Application fee                                                                                                                                                                                     ​$89.39                                                                                                                                                                                                                                       Late fee                                                                                                                                                                                     $150.00                                                                                                                                                                                                                                       Legal request fee                                                                                                                                                                                     $75.00                                                                                                                                                                                                                                       Letter of Permission                                                                                                                                                                                     $30.00                                                                                                                                                                                                                                       NSF - Returned Payment Charge                                                                                                                                                                                     $35.00                                                                                                                                                                                                                                       Parking fees                                                                                                                                                                                       See Parking & transportation for rates                                                                                                                                                                                                                                         ​Payment schedule fee                                                                                                                                                                                     ​$200.00                                                                                                                                                                                                                                       Prior Learning Assessment fee                                                                                                                                                                                     Maximum of $135.57                                                                                                                                                                                                                                       ​Program Application fee                                                                                                                                                                                     $35.00                                                                                                                                                                                                                                       Replacement ONE Card Photo ID card                                                                                                                                                                                     $25.00                                                                                                                                                                                                                                       Supplemental fee                                                                                                                                                                                     $45.00                                                                                                                                                                                                                                       Tax receipt (T2202A) duplicate                                                                                                                                                                                     $30.00                                                                                                                                                                                                                                       Testing fee for applicants                                                                                                                                                                                     $35.00 / 1 test$45.00 / 2 tests$55.00 / 3 testsRewrite $35.00                                                                                                                                                                                                                                       Transcript fee                                                                                                                                                                                     $12.00 (HST included)                                                                                                                                                                                                                                       ​Visa Refusal fee                                                                                                                                                                                     $200.00                                                                                                                                                                                                                                       WIL documentation fee                                                                                                                                                                                     Fee range $42 - $112 (see Student Fee Invoice)                                                                                                                                                                                                                                       Withdrawal fee - transfer to another institution                                                                                                                                                                                     $500.00 - domestic student$2,500.00 - international student Description of other fees Audit Tuition Fee An Audit Tuition Fee will be charged to students auditing a course (course hourly rates apply). Completion of Forms/Verification Letters Fee This fee is charged when a letter is requested from the Registrar's Office, or a form must be completed, verifying current or past enrolment. A Request for Letter Form is available for this purpose. Continuing Education Graduation/Alumni Services Fee This per term fee provides for all services related to graduation, convocation and the Alumni Association. Duplicate Documents of Recognition If a duplicate copy of a Document of Recognition is required, the request must be made in writing to the Registrar's Office. A General Request Form is available for this purpose. Documents that can be requested are: certificates, Ontario Graduate Certificates, Ontario college diplomas, Ontario college advanced diplomas, degrees, affirmations and statements of participation. WIL Documentation Fee This mandatory fee covers costs of tracking health-related student documentation required prior to student practicums. Late Fee Late fees are intended to ensure timeliness of tuition fee payments and are charged if fees are not received by the due date specified. Legal Request Fees Request by a legal authority for student file and/or record information. Letter of Permission A Letter of Permission allows a student to take courses at another recognized post-secondary institution that may be considered for credit towards their program, subject to faculty/program approval and regulations. Parking Fees and Regulations A system of paid parking is in place at Cambridge, Kitchener - Doon, Guelph and Waterloo (including University Gates). For information on regulations, rates and refunds, visit Parking & transportation. Prior Learning Assessment Fee The fee associated with assessment of prior learning (PLAR) varies each academic year. Contact the Registrar's Office for the exact amount and a PLAR registration form."
